Date,sigma,expand_threshold,regime
2018-06-14,0.011711983019126848,0.011839966581407829,0
2018-06-15,0.011283450660990362,0.011832789708595753,0
2018-06-19,0.012567953904616872,0.011851479145011761,1
2018-06-20,0.01823654039483337,0.011858561715006762,1
2018-06-21,0.017048907100768923,0.011860877850235619,1
2018-06-22,0.016688149091658267,0.011863073133034452,1
2018-06-25,0.01576797409504141,0.0118895547949354,1
2018-06-26,0.01475464273032817,0.011909338699534162,1
2018-06-27,0.014006010914875959,0.011914421670693382,1
2018-06-28,0.01324041137205698,0.011919781492542645,1
2018-06-29,0.012798056412256459,0.011923434216136378,1
2018-07-02,0.013703918652996906,0.011958454366169373,1
2018-07-03,0.013278790801062606,0.011985022569725222,1
2018-07-04,0.012986440655653375,0.011990933548920866,1
2018-07-05,0.013123500586464512,0.011991596120906573,1
2018-07-06,0.013894836291927013,0.01200266217257302,1
2018-07-09,0.013100833591990269,0.012011769945654975,1
2018-07-10,0.013304319214008932,0.012024181383924075,1
2018-07-11,0.012708795633554544,0.012037449255327197,1
2018-07-12,0.01336711476557904,0.012041417151986472,1
2018-07-13,0.013883353443736559,0.012060868512785152,1
2018-07-16,0.013071869280028545,0.012101574905925287,1
2018-07-17,0.012360826364518684,0.01213593443621242,1
2018-07-18,0.01176036811987677,0.012130702522049007,0
2018-07-19,0.011313954297967286,0.012125470607885595,0
2018-07-20,0.011336723407064916,0.012113522756905441,0
2018-07-23,0.011304946675895655,0.012101574905925287,0
2018-07-24,0.011032520048301398,0.012089627054945134,0
2018-07-25,0.011606276583891755,0.012077679203964976,0
2018-07-26,0.011117284809301312,0.012065731352984822,0
2018-07-27,0.010713587932921714,0.012060868512785152,0
2018-07-30,0.01051663436970498,0.012056005672585482,0
2018-07-31,0.011079156337651282,0.012051142832385812,0
2018-08-01,0.0106798380069918,0.012046279992186144,0
2018-08-02,0.011277025222761122,0.012041417151986472,0
2018-08-03,0.012798731843356977,0.012060868512785152,1
2018-08-06,0.012450323754004566,0.012101574905925287,1
2018-08-07,0.012792974048917365,0.01213593443621242,1
2018-08-08,0.013547519928555971,0.01215164923263526,1
2018-08-09,0.013269257191230198,0.012151725448365685,1
2018-08-10,0.013482004267863789,0.012196167877452797,1
2018-08-13,0.012792698160222778,0.012213071787974492,1
2018-08-14,0.012134961624725984,0.012211140686891185,0
2018-08-15,0.011555671492516151,0.01220920958580788,0
2018-08-16,0.012140307974869789,0.012207278484724573,0
2018-08-17,0.011857758554671544,0.012196167877452797,0
2018-08-20,0.012252029051763362,0.012213071787974492,1
2018-08-21,0.011728236960382346,0.012211140686891185,0
2018-08-22,0.011555776245114571,0.01220920958580788,0
2018-08-23,0.011509398709395356,0.012207278484724573,0
2018-08-24,0.011152141930429491,0.012196167877452797,0
2018-08-27,0.010765880446764835,0.012185057270181019,0
2018-08-28,0.011696197429309987,0.012173946662909243,0
2018-08-29,0.011190206978235164,0.012162836055637465,0
2018-08-30,0.010869028224501934,0.012151725448365685,0
2018-08-31,0.011360334791324773,0.012151706394433078,0
2018-09-03,0.011320488182547961,0.012151687340500473,0
2018-09-04,0.010880302260100037,0.012151668286567866,0
2018-09-05,0.01103225107064722,0.01215164923263526,0
2018-09-06,0.011220424505333695,0.012151630178702653,0
2018-09-07,0.010828586801919775,0.01214936573793608,0
2018-09-10,0.0104927510626057,0.012147101297169508,0
2018-09-11,0.011482931532627982,0.012144836856402936,0
2018-09-12,0.011026128854571073,0.012142572415636361,0
2018-09-13,0.010632605198137841,0.012140307974869789,0
2018-09-14,0.010587992138646968,0.012139238704841028,0
2018-09-17,0.010688255068002623,0.012138169434812267,0
2018-09-18,0.011348706298475796,0.012137100164783506,0
2018-09-19,0.011815375704265023,0.012136030894754745,0
2018-09-20,0.011613773188760718,0.012134961624725984,0
2018-09-21,0.0111346560050391,0.012133063421357906,0
2018-09-25,0.011226997643932151,0.012131165217989829,0
2018-09-26,0.0108447601282646,0.01212926701462175,0
2018-09-27,0.010532743679290532,0.012127368811253673,0
2018-09-28,0.01139710072342063,0.012125470607885595,0
2018-10-08,0.011214450807656793,0.012113522756905441,0
2018-10-09,0.01353931409028713,0.012131165217989829,1
2018-10-10,0.012789605494498923,0.012137100164783506,1
2018-10-11,0.012144583332190246,0.012141163046333881,1
2018-10-12,0.01855795129396747,0.012144583332190246,1
2018-10-15,0.017338825956477025,0.012150220809400172,1
2018-10-16,0.016322174759171155,0.012151687340500473,1
2018-10-17,0.015695206806357765,0.012173946662909243,1
2018-10-18,0.014792161600075834,0.01220920958580788,1
2018-10-19,0.015306195250638994,0.012216933990141104,1
2018-10-22,0.014938931084997003,0.012245010039438911,1
2018-10-23,0.016929473811141557,0.01228407859619623,1
2018-10-24,0.015968814930006875,0.012320792706250461,1
2018-10-25,0.014925144801061862,0.012344433040480341,1
2018-10-26,0.01405318885173328,0.012346907894805949,1
2018-10-29,0.013263131588917574,0.012358042670576138,1
2018-10-30,0.012939320799137278,0.012376525145220463,1
2018-10-31,0.012601795066910454,0.012387496716428368,1
2018-11-01,0.012523693646426533,0.012392617670193623,1
2018-11-02,0.01195999194878462,0.012388255292538447,0
2018-11-05,0.01321193655289479,0.012405704803159147,1
2018-11-06,0.01263736541243321,0.01242438005413692,1
2018-11-07,0.0120009978216847,0.01241960909636272,0
2018-11-08,0.011459380152110999,0.012414838138588522,0
2018-11-09,0.010991622809430729,0.012410067180814322,0
2018-11-12,0.01061381924662477,0.012405704803159147,0
2018-11-13,0.012787298556602511,0.01242438005413692,1
2018-11-14,0.013025222325793076,0.012440482683413016,1
2018-11-15,0.012318622590930679,0.012437202326549166,0
2018-11-16,0.012614230072329964,0.012450323754004566,1
2018-11-19,0.012230672901533922,0.012447043397140716,0
2018-11-20,0.011698449030050073,0.012443763040276867,0
2018-11-21,0.013003457515981996,0.012454476193734064,1
2018-11-22,0.012473410910690591,0.012463246064800766,1
2018-11-23,0.011848733205330924,0.012460704853328309,0
2018-11-26,0.01511899630309726,0.012470869699218136,1
2018-11-27,0.014176225333890877,0.012473622828852718,1
2018-11-28,0.01343940767986279,0.012474767058653868,1
2018-11-29,0.012974255915535112,0.01248012683208532,1
2018-11-30,0.013590206781675917,0.01249554821965274,1
2018-12-03,0.012907235230529904,0.012518064561071775,1
2018-12-04,0.01420753524857834,0.0125470224235257,1
2018-12-05,0.013493060870410918,0.012564726526801837,1
2018-12-06,0.012857035155858452,0.012574231082208127,1
2018-12-07,0.012885666500654638,0.012599339792573138,1
2018-12-10,0.012201318881109598,0.012593062614981885,0
2018-12-11,0.01205609980424257,0.012586785437390632,0
2018-12-12,0.011731746985921436,0.01258050825979938,0
2018-12-13,0.01121541872760285,0.012574231082208127,0
2018-12-14,0.011044164246594435,0.012567953904616872,0
2018-12-17,0.012542033825212745,0.01256687811201186,0
2018-12-18,0.011903956915195938,0.012565802319406847,0
2018-12-19,0.011489545903540352,0.012564726526801837,0
2018-12-20,0.011473358659490047,0.012563650734196824,0
2018-12-21,0.011083109054944475,0.012562574941591811,0
2018-12-24,0.01085725917665703,0.012558466718315998,0
2018-12-25,0.010786262458857497,0.012554358495040186,0
2018-12-26,0.010921527039829584,0.012550250271764372,0
2018-12-27,0.010554250450442726,0.012546142048488558,0
2018-12-28,0.011206739662980653,0.012542033825212745,0
2019-01-02,0.010779127168136487,0.012538365789455502,0
2019-01-03,0.010454837180192817,0.012534697753698261,0
2019-01-04,0.010311027068751208,0.012531029717941018,0
2019-01-07,0.012136236181392156,0.012527361682183775,0
2019-01-08,0.01257790327405809,0.012542033825212745,1
2019-01-09,0.011935441441662212,0.012538365789455502,0
2019-01-10,0.011416023706608254,0.012534697753698261,0
2019-01-11,0.010959600333922674,0.012531029717941018,0
2019-01-14,0.01086426878589306,0.012527361682183775,0
2019-01-15,0.010642728059573114,0.012523693646426533,0
2019-01-16,0.010794315001178919,0.012518064561071775,0
2019-01-17,0.010457955066252198,0.012512435475717017,0
2019-01-18,0.01056984884086596,0.012506806390362259,0
2019-01-21,0.010402691881475676,0.0125011773050075,0
2019-01-22,0.010273758224148794,0.01249554821965274,0
2019-01-23,0.010404701161612859,0.012491692872760887,0
2019-01-24,0.010143337424150595,0.01248783752586903,0
2019-01-25,0.010006940701770481,0.012483982178977176,0
2019-01-28,0.010141671576335656,0.01248012683208532,0
2019-01-29,0.010219217053436046,0.012476271485193464,0
2019-01-30,0.011478849865319978,0.012475770009680266,0
2019-01-31,0.011708734832469118,0.012475268534167066,0
2019-02-01,0.01220062775411426,0.012474767058653868,0
2019-02-11,0.013384763607807056,0.01248012683208532,1
2019-02-12,0.01404519994667344,0.01249554821965274,1
2019-02-13,0.01360626960185954,0.012518064561071775,1
2019-02-14,0.013448493661896006,0.012534697753698261,1
2019-02-15,0.012741008720701066,0.012550250271764372,1
2019-02-18,0.012075651354304762,0.012546142048488558,0
2019-02-19,0.013960242692035631,0.012562574941591811,1
2019-02-20,0.013168293380488201,0.01256687811201186,1
2019-02-21,0.012458879150708155,0.012565802319406847,0
2019-02-22,0.011855442630697403,0.012564726526801837,0
2019-02-25,0.012567569745786331,0.01256764657755244,0
2019-02-26,0.016019277718963915,0.012567953904616872,1
2019-02-27,0.014968144602044108,0.012575913400169846,1
2019-02-28,0.014029184984407425,0.01259076518516712,1
2019-03-01,0.013234943259186172,0.012600321902308064,1
2019-03-04,0.012595015388890587,0.012599830847440601,0
2019-03-05,0.012718724483431719,0.012601795066910454,1
2019-03-06,0.013552649900045146,0.012611743071246061,1
2019-03-07,0.013738569544870427,0.012628111276391912,1
2019-03-08,0.0135503954732368,0.012643113173736356,1
2019-03-11,0.015985199953185193,0.01266314697926377,1
2019-03-12,0.01690234890519216,0.012708795633554544,1
2019-03-13,0.01616301225771479,0.012716738713456284,1
2019-03-14,0.015543474223866906,0.012725288535449308,1
2019-03-15,0.015614005202079779,0.012734202230357046,1
2019-03-18,0.014968254933421013,0.012745534420008437,1
2019-03-19,0.014852073143199824,0.012763637217237913,1
2019-03-20,0.013954477213606913,0.012765995737041257,1
2019-03-21,0.013132509524285227,0.012779013280758344,1
2019-03-22,0.012707813277389044,0.01277487064283626,0
2019-03-25,0.01211350623375839,0.012770728004914177,0
2019-03-26,0.01175928462589227,0.012766585366992092,0
2019-03-27,0.01293850094812364,0.012783155918680428,1
2019-03-28,0.012351685711408412,0.012779013280758344,0
2019-03-29,0.012221359697776234,0.01277487064283626,0
2019-04-01,0.013274486595695283,0.012787759944181794,1
2019-04-02,0.014772882739086179,0.012789605494498923,1
2019-04-03,0.01391790007105238,0.012792079627078007,1
2019-04-04,0.013355693994456963,0.01279286369343953,1
2019-04-08,0.012641856109086653,0.012792808515700613,0
2019-04-09,0.012014249633065901,0.012792753337961696,0
2019-04-10,0.01151319263374128,0.012792698160222778,0
2019-04-11,0.011034689458213504,0.012792079627078007,0
2019-04-12,0.011626247044809801,0.012791461093933237,0
2019-04-15,0.011127035915079455,0.012790842560788464,0
2019-04-16,0.010941936398328847,0.012790224027643694,0
2019-04-17,0.011771543291107854,0.012789605494498923,0
2019-04-18,0.011473664631351521,0.01278914410691964,0
2019-04-19,0.01112473303665767,0.012788682719340359,0
2019-04-22,0.010899775187297218,0.012788221331761076,0
2019-04-23,0.011119578568228814,0.012787759944181794,0
2019-04-24,0.011793120799796624,0.012787298556602511,0
2019-04-25,0.011519782686948983,0.012783155918680428,0
2019-04-26,0.014517758137939114,0.012788682719340359,1
2019-04-29,0.013913827955092616,0.012790842560788464,1
2019-04-30,0.015203745297373108,0.012792753337961696,1
2019-05-06,0.014394175566389302,0.012792974048917365,1
2019-05-07,0.01908088256015225,0.01279703993958864,1
2019-05-08,0.017911930437154874,0.012798461670916769,1
2019-05-09,0.01668189979030011,0.012810337167966278,1
2019-05-10,0.015655787764132255,0.012833603155075875,1
2019-05-13,0.01609389322291408,0.012857035155858452,1
2019-05-14,0.015085289499439743,0.01285855389364972,1
2019-05-15,0.01423134408062776,0.012874973331631798,1
2019-05-16,0.014140051894756,0.012894293992604744,1
2019-05-17,0.013381443442452314,0.012913488374048652,1
2019-05-20,0.014938502653477412,0.01293850094812364,1
2019-05-21,0.014034789666086006,0.01293915682893455,1
2019-05-22,0.01369732775335884,0.012960281868975979,1
2019-05-23,0.01298525649583708,0.0129786561476559,1
2019-05-24,0.013427358079441612,0.01298549332780034,1
2019-05-27,0.012791635672429297,0.01298525649583708,0
2019-05-28,0.013589718663170531,0.012986203823690116,1
2019-05-29,0.012809869110662363,0.012985966991726857,0
2019-05-30,0.012153558551151853,0.012985730159763599,0
2019-05-31,0.011734040312337745,0.01298549332780034,0
2019-06-03,0.011217152353817065,0.01298525649583708,0
2019-06-04,0.011556445331901238,0.012983056379776687,0
2019-06-05,0.011865029218857615,0.012980856263716293,0
2019-06-06,0.011326943827650789,0.0129786561476559,0
2019-06-10,0.012740229909087677,0.012976456031595507,0
2019-06-11,0.012315034657742368,0.012974255915535112,0
2019-06-12,0.014216503134360334,0.012983056379776687,1
2019-06-13,0.013408960774571326,0.012985966991726857,1
2019-06-14,0.012732843690976093,0.012985730159763599,0
2019-06-17,0.013211906650809973,0.0129898440277191,1
2019-06-18,0.012480454844560394,0.012986440655653375,0
2019-06-19,0.011861388809753681,0.012986203823690116,0
2019-06-20,0.011820829413027065,0.012985966991726857,0
2019-06-21,0.011879272239468575,0.012985730159763599,0
2019-06-24,0.012242443707449964,0.01298549332780034,0
2019-06-25,0.01164851893528906,0.01298525649583708,0
2019-06-26,0.011431939153440365,0.012983056379776687,0
2019-06-27,0.010965832065657495,0.012980856263716293,0
2019-06-28,0.010709406541548306,0.0129786561476559,0
2019-07-01,0.011139254913233688,0.012976456031595507,0
2019-07-02,0.01286577622505961,0.012974255915535112,0
2019-07-03,0.012180710499912968,0.012967268892255546,0
2019-07-04,0.011898017488177306,0.012960281868975979,0
2019-07-05,0.011407281600894928,0.012953294845696413,0
2019-07-08,0.010972062501760275,0.012946307822416847,0
2019-07-09,0.013625262630569575,0.012974255915535112,1
2019-07-10,0.012859535484765863,0.012967268892255546,0
2019-07-11,0.012299393035691955,0.012960281868975979,0
2019-07-12,0.011695431439801167,0.012953294845696413,0
2019-07-15,0.011199837167496078,0.012946307822416847,0
2019-07-16,0.011029143442198179,0.012939320799137278,0
2019-07-17,0.010665297436906956,0.01293915682893455,0
2019-07-18,0.010337910697870743,0.012938992858731823,0
2019-07-19,0.011316664592763051,0.012938828888529095,0
2019-07-22,0.01095645657272853,0.012938664918326369,0
2019-07-23,0.012895817546624977,0.01293850094812364,0
2019-07-24,0.012579429671568151,0.012932247804604894,0
2019-07-25,0.012316714856816352,0.012925994661086147,0
2019-07-26,0.011731337501170135,0.012919741517567399,0
2019-07-29,0.011215976475613378,0.012913488374048652,0
2019-07-30,0.01078846438725782,0.012907235230529904,0
2019-07-31,0.010526869815030124,0.012904951693748919,0
2019-08-01,0.010396061020701954,0.012902668156967933,0
2019-08-02,0.010174070819248052,0.012900384620186948,0
2019-08-05,0.010975853551487082,0.012898101083405963,0
2019-08-06,0.011015196558341506,0.012895817546624977,0
2019-08-07,0.012817874973877328,0.012893787337430908,0
2019-08-08,0.012164372102412573,0.012891757128236842,0
2019-08-09,0.011681197167607021,0.012889726919042773,0
2019-08-12,0.011579843383002483,0.012887696709848706,0
2019-08-13,0.011894566410137057,0.012885666500654638,0
2019-08-14,0.011446742905386425,0.012881688445535633,0
2019-08-15,0.011095402461484655,0.012877710390416627,0
2019-08-16,0.010716162761178009,0.012873732335297622,0
2019-08-19,0.010451091269075643,0.012869754280178617,0
2019-08-20,0.01281697535560737,0.01286577622505961,0
2019-08-21,0.01215192070948794,0.01286452807700086,0
2019-08-22,0.011570684074823298,0.01286327992894211,0
2019-08-23,0.01113511037627831,0.012862031780883363,0
2019-08-26,0.010745961557029544,0.012860783632824613,0
2019-08-27,0.01062048298880822,0.012859535484765863,0
2019-08-28,0.01149541150222274,0.012859415103432198,0
2019-08-29,0.011017558380686543,0.012859294722098532,0
2019-08-30,0.01062588936790296,0.012859174340764867,0
2019-09-02,0.011086028529041234,0.012859053959431202,0
2019-09-03,0.012318263198980838,0.012858933578097536,0
2019-09-04,0.01182249524819568,0.01285855389364972,0
2019-09-05,0.01148619526788068,0.012858174209201902,0
2019-09-06,0.011268651584682345,0.012857794524754086,0
2019-09-09,0.010888378014064755,0.012857414840306268,0
2019-09-10,0.011855729084300985,0.012857035155858452,0
2019-09-11,0.01133730110228169,0.012851177155662809,0
2019-09-12,0.010997288855641926,0.012845319155467163,0
2019-09-16,0.010755098496332154,0.012839461155271518,0
2019-09-17,0.010467673349081224,0.012833603155075875,0
2019-09-18,0.011833137963888223,0.012827745154880228,0
2019-09-19,0.011307235554308202,0.01282577111867965,0
2019-09-20,0.0112345717648926,0.012823797082479068,0
2019-09-23,0.010803170769483386,0.012821823046278488,0
2019-09-24,0.010730429419926872,0.012819849010077908,0
2019-09-25,0.010409591272140108,0.012817874973877328,0
2019-09-26,0.011374387117159008,0.012817695050223336,0
2019-09-27,0.012878593179725902,0.012823797082479068,1
2019-09-30,0.012374161560788405,0.012821823046278488,0
2019-10-08,0.012066083982804595,0.012819849010077908,0
2019-10-09,0.011502081506822907,0.012817874973877328,0
2019-10-10,0.011304815696026378,0.012817695050223336,0
2019-10-11,0.011346681023172888,0.012817515126569345,0
2019-10-14,0.010905962512169676,0.012817335202915352,0
2019-10-15,0.011303275256829594,0.01281715527926136,0
2019-10-16,0.011248145465743476,0.01281697535560737,0
2019-10-17,0.01094683102786012,0.012815554106618368,0
2019-10-18,0.010581858342654906,0.012814132857629367,0
2019-10-21,0.010848785182324752,0.012812711608640365,0
2019-10-22,0.010547305528221345,0.012811290359651364,0
2019-10-23,0.010698303930677245,0.012809869110662363,0
2019-10-24,0.010498473641768315,0.012807641657201286,0
2019-10-25,0.010206487716875046,0.012805414203740208,0
2019-10-28,0.01013430950141967,0.012803186750279132,0
2019-10-29,0.011079630770714926,0.012800959296818055,0
2019-10-30,0.011380219891406801,0.012798731843356977,0
2019-10-31,0.011451453574588356,0.012798596757136873,0
2019-11-01,0.011402289292261223,0.012798461670916769,0
2019-11-04,0.011226534740405653,0.012798326584696667,0
2019-11-05,0.010818513039223217,0.012798191498476563,0
2019-11-06,0.010466125514245073,0.012798056412256459,0
2019-11-07,0.010495318113617178,0.012797039939588641,0
2019-11-08,0.010357198016596536,0.012796023466920822,0
2019-11-11,0.010111307755845497,0.012795006994253002,0
2019-11-12,0.012019943457918958,0.012793990521585185,0
2019-11-13,0.011490825332148864,0.012792974048917365,0
2019-11-14,0.011065816596353804,0.012792918871178447,0
2019-11-15,0.01077733859877744,0.01279286369343953,0
2019-11-18,0.011018590601797636,0.012792808515700613,0
2019-11-19,0.010817078521558565,0.012792753337961696,0
2019-11-20,0.011475178959456203,0.012792698160222778,0
2019-11-21,0.011121022275528903,0.01279248566266408,0
2019-11-22,0.010708074906390388,0.012792273165105386,0
2019-11-25,0.010624367420578177,0.012792060667546689,0
2019-11-26,0.010333951712671317,0.012791848169987994,0
2019-11-27,0.010082664402190163,0.012791635672429297,0
2019-11-28,0.009886960146944533,0.012791229636843222,0
2019-11-29,0.009776591043852095,0.012790823601257148,0
2019-12-02,0.009644920826760536,0.012790417565671073,0
2019-12-03,0.009547548153250597,0.012790011530084999,0
2019-12-04,0.00968072770834779,0.012789605494498923,0
2019-12-05,0.00957854426177015,0.01278914410691964,0
2019-12-06,0.009945082813639901,0.012788682719340359,0
2019-12-09,0.0099568947636317,0.012788221331761076,0
2019-12-10,0.00981293660746001,0.012787759944181794,0
2019-12-11,0.009751734602337914,0.012787298556602511,0
2019-12-12,0.009646049527926444,0.01278315591868043,0
2019-12-13,0.009575846640638352,0.012779013280758344,0
2019-12-16,0.010108419842533045,0.012774870642836259,0
2019-12-17,0.01091781575248906,0.012770728004914177,0
2019-12-18,0.011094068723686068,0.012766585366992092,0
2019-12-19,0.010700279114154863,0.012765995737041257,0
2019-12-20,0.010540817473805293,0.01276540610709042,0
2019-12-23,0.010531886590836908,0.012764816477139585,0
2019-12-24,0.011628783286231925,0.012764226847188748,0
2019-12-25,0.0118617878174115,0.012763637217237913,0
2019-12-26,0.011342145380201814,0.012759111517930546,0
2019-12-27,0.011136216438957321,0.012754585818623175,0
2019-12-30,0.010856925624373277,0.012750060119315804,0
2019-12-31,0.01057558258158297,0.012745534420008437,0
2020-01-02,0.010389072205685386,0.012741008720701066,0
2020-01-03,0.011323924907525193,0.01274085295837839,0
2020-01-06,0.01096740253238808,0.01274069719605571,0
2020-01-07,0.01077239132303037,0.012740541433733033,0
2020-01-08,0.011055824036879304,0.012740385671410354,0
2020-01-09,0.011297240160937446,0.012740229909087677,0
2020-01-10,0.011558073683840762,0.01273875266546536,0
2020-01-13,0.01109446027274019,0.012737275421843044,0
2020-01-14,0.011007293841759103,0.012735798178220726,0
2020-01-15,0.01061495596421838,0.01273432093459841,0
2020-01-16,0.010391839768960815,0.012732843690976093,0
2020-01-17,0.010205579184021384,0.012732207866806414,0
2020-01-20,0.010043890209614003,0.012731572042636734,0
2020-01-21,0.01019018002276153,0.012730936218467057,0
2020-01-22,0.010520203333012903,0.012730300394297378,0
2020-01-23,0.010221541998315884,0.012729664570127698,0
2020-02-03,0.013271473070195456,0.012732207866806414,1
2020-02-04,0.020116622243277392,0.012737275421843044,1
2020-02-05,0.018728256280734733,0.012740541433733033,1
2020-02-06,0.01798444019678462,0.012745534420008437,1
2020-02-07,0.01734538044573537,0.012763637217237913,1
2020-02-10,0.016300534362414763,0.012765995737041257,1
2020-02-11,0.01554215266466769,0.012779013280758344,1
2020-02-12,0.014575203200206903,0.012788221331761076,1
2020-02-13,0.014098473321375971,0.012790011530084999,1
2020-02-14,0.01344947066832474,0.012791635672429297,1
2020-02-17,0.012695480819086988,0.012791229636843222,0
2020-02-18,0.014265568824075744,0.012792273165105386,1
2020-02-19,0.01392235086975516,0.012792808515700613,1
2020-02-20,0.01315491198942522,0.012793990521585185,1
2020-02-21,0.013171473614560905,0.012798056412256459,1
2020-02-24,0.012684953298850443,0.012797039939588641,0
2020-02-25,0.01238771854848019,0.012796023466920822,0
2020-02-26,0.011788847715366944,0.012795006994253002,0
2020-02-27,0.011817761050519049,0.012793990521585185,0
2020-02-28,0.011314565969680645,0.012792974048917365,0
2020-03-02,0.015932999784932903,0.012797039939588641,1
2020-03-03,0.016777201343989096,0.012798461670916769,1
