Date,normal_score,abnormal_score
2019-08-26,0.00044122474985607246,0.004654185271364681
2019-08-27,0.0006770620504798874,0.003375865468883132
2019-08-28,0.0008446264997942957,0.00353655871312137
2019-08-29,0.00014410065431304632,0.0033283900263531407
2019-08-30,-0.001531081681541797,0.0019869677933132077
2019-09-02,-0.0017893145722891533,-0.0009712151640063576
2019-09-03,2.0757160463319e-05,6.365985651196008e-06
2019-09-04,0.0002932699315954157,-0.001039610203690305
2019-09-05,-0.00026418031873445347,-0.0030904849837809873
2019-09-06,0.0020814584144116916,-0.0022505968441295984
2019-09-09,0.0027617364411041427,-0.003712658622231339
2019-09-10,0.0023097054505952417,-0.00528783867037972
2019-09-11,-0.00089281448245502,-0.007908859259621027
2019-09-12,-0.0017627780981624409,-0.009345174984550019
2019-09-16,-0.0034729920118326406,-0.007963700994138165
2019-09-17,-0.0020851712347647296,-0.005231932036158094
2019-09-18,-0.004189761253866433,-0.006373135313434443
2019-09-19,-0.0041315708097493685,-0.005190582915999833
2019-09-20,-0.004296589226148756,-0.005076036816549864
2019-09-23,-0.004615897063082117,-0.005550624546338555
2019-09-24,-0.00501092666762518,-0.0031009092289816585
2019-09-25,-0.005032294865968302,-0.0017432173643456988
2019-09-26,-0.006530233545580683,-0.0032667913502205164
2019-09-27,-0.004078990626410632,-0.0021341949697933887
2019-09-30,-0.0018964292802239803,-0.00036197711159790787
2019-10-08,-0.0049911665580283536,-0.0028642594572176406
2019-10-09,-0.0078019326452569565,-0.0033324948395538614
2019-10-10,-0.006762431176347967,-0.0004598119052243489
2019-10-11,-0.006840356702892018,-0.00015454568115664006
2019-10-14,-0.007909538850825631,0.0010659284202618237
2019-10-15,-0.009054542519377241,0.0020519107593421444
2019-10-16,-0.008655453300221305,0.0031198346022357232
2019-10-17,-0.006481722698754385,0.005213980880368757
2019-10-18,-0.005799230705921848,0.005616772919752952
2019-10-21,-0.00808822920169865,0.0032162760261646014
2019-10-22,-0.009812508360497992,0.0012970555083505367
2019-10-23,-0.007974714851839135,0.002698420248271318
2019-10-24,-0.008403274920089398,0.002140069815217626
2019-10-25,-0.0072113825445886005,0.0011127578546985743
2019-10-28,-0.007761387858321694,0.0013333372638301066
2019-10-29,-0.005838029077010881,0.0036740308520838787
2019-10-30,-0.004293505466193917,0.005768812428263779
2019-10-31,-0.0032622982322041277,0.006367850363795151
2019-11-01,-0.0037805410190048846,0.0065541196466867326
2019-11-04,-0.005076067593547187,0.005945488319103331
2019-11-05,-0.0005861206466460685,0.010681364918498755
2019-11-06,0.000718585489204092,0.011024440068857557
2019-11-07,-0.0008010666867373033,0.009465620102068823
2019-11-08,0.00013744517089309453,0.011795646163698475
2019-11-11,0.00012227410661229507,0.010556025525365475
2019-11-12,0.0014559335604961924,0.011899644588906143
2019-11-13,0.0003487685326032287,0.010737380347231994
2019-11-14,0.0003974629408208865,0.011005482717266243
2019-11-15,0.0006335447877227356,0.011030429240798756
2019-11-18,0.0009764889515560976,0.008735480810566434
2019-11-19,0.0012766811111749377,0.008537513865734368
2019-11-20,0.0017780588564083933,0.008061520446245956
2019-11-21,0.0037754185762869054,0.009650490050762182
2019-11-22,0.00467983254768731,0.011884494099316117
2019-11-25,0.0038568002594005623,0.010064001547474865
